Metric,AugName_gaussian_noise,AugName_mixup,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_biMeanInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_ADASYN,ImblName_RandomUnderSampler,ImblName_SMOTE,ImblName_TomekLinks,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.31643725657880617,0.005567957856303211,0.005562535881827381,0.01139472950110948,0.011271622731446898,0.020381919687101843,0.003914152229247316,0.0616013768923094,0.03383258567500863,0.02163986144791704,0.021532573487207857,0.04054935836665769,0.03513877116104279,0.08064103878910707,0.009119453216964403,0.036451682230388076,0.009283051002492819,0.04137085781023744,0.03433811326221768,0.014478785668245724,0.015230398964879172,0.10241508979947943,0.016743328474223117,0.017819190217750233,0.033284309068028976
Macro_F1,0.37252987800859344,0.0054225552800992735,0.0052953048257943355,0.011765767810887602,0.01187487002816967,0.02092175446064778,0.004020973314973206,0.06227548992669164,0.04320414935763962,0.026241123971782417,0.027484670669036218,0.022045797134360327,0.021713784387437582,0.08118216371096819,0.010673591521961949,0.026575459474881855,0.009611740153694813,0.04107656903005474,0.03558774568771687,0.014857590974464199,0.01423147696963623,0.0672842174359123,0.02231841909627018,0.01427810621782176,0.027526800550504
Macro_Precision,0.2042698124553939,0.007646984036046514,0.007750308973922787,0.01835545779718784,0.016293360517117116,0.027009274066660215,0.005367506536526848,0.08271229328399303,0.016594290014849637,0.01744413763001086,0.016666730634782315,0.019173150801439564,0.021120039252130986,0.22514120780507316,0.02362921787794053,0.040334777447257865,0.017797469452183953,0.026687743648845737,0.05103332575200842,0.016792640121401727,0.017290960207531923,0.043295175758962114,0.016697934635279514,0.02029346664604318,0.040602734647410356
Macro_Recall,0.3278307942797784,0.007783416791394687,0.00797877335639053,0.01367300301075697,0.013613623820283914,0.02481314875685576,0.00481129832547038,0.07088909419425826,0.018809788066855893,0.01823945522332179,0.01499106144049624,0.021250104376481196,0.025313757488390914,0.15618139577820594,0.024891902131574918,0.016942728214067348,0.017543670422272065,0.04378622274139149,0.018085707263154862,0.014550475548255106,0.014642134598106512,0.04937992824645396,0.01918878977259535,0.01580483171595989,0.03900489443722793
Weighted_F1,0.3344144376001561,0.004368633212290962,0.0043256507667609025,0.011029045212899076,0.010904826701586353,0.01890611809251317,0.003333091545094187,0.05868432759702947,0.05336193608790313,0.02638207881435926,0.031650466719498074,0.026841173829183215,0.02362221096123285,0.05813314545851316,0.013843006342603659,0.021227322226303705,0.013985526209181878,0.05064129487997108,0.03084218090070406,0.014896870748942066,0.015593621957604244,0.10512341298374171,0.019476130889217066,0.01688669474408255,0.03152679551862819
Weighted_Precision,0.196331594035493,0.007166479904794916,0.007448231122899195,0.01918108903470165,0.016533652054666007,0.026974473975845778,0.0052374188053427514,0.0865239686163447,0.019653817900731046,0.017529042619082308,0.016781997206692743,0.02796323931505029,0.031757879318155144,0.19646905629992228,0.009873111185698972,0.05806010555968792,0.009182647025881297,0.010861575071681957,0.059321283737572256,0.018280233647623982,0.018407911726277214,0.05875212664303635,0.0167562902494594,0.01688188055142281,0.048070894391936
