Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Random_State,Scaler,Split_Ratio
Accuracy,0.32757360938925845,0.04687491629244721,0.0,0.1526902431227788,0.21120966158499282,0.029714555016618488,0.0,0.0,0.03457762707633588,0.0
Macro_F1,0.38325104257989034,0.04855753831489358,0.0,0.14069587760892713,0.2047146345896294,0.029098986228557368,0.0,0.0,0.03659866188043322,0.0
Macro_Precision,0.21967905694873835,0.06712021973508588,0.0,0.09103460441165678,0.3846431211908475,0.03408154115559868,0.0,0.0,0.03697828809378825,0.0
Macro_Recall,0.34359398740217295,0.05714718021083166,0.0,0.09859703807776805,0.27742655093750446,0.029171960763641383,0.0,0.0,0.034991768294068235,0.0
Weighted_F1,0.3431048405561584,0.044146863563108166,0.0,0.16185349919105296,0.18867527138268675,0.030491668536248386,0.0,0.0,0.03635641006961624,0.0
Weighted_Precision,0.21094118769136633,0.06810618944125357,0.0,0.11369697819170009,0.3437736346146308,0.03663107285455772,0.0,0.0,0.03362526333445587,0.0
