Metric,Split_Ratio:0.1,ImblName:ADASYN,Model:XGBmodel,Model:random_forest,Model:GradientBoosting,ImblName:SMOTE,Scaler:standard,Prob_Threshold:0.35,FeatureNum:7.0,FS_Method:biMeanInfgain
Accuracy,0.09169042367876865,0.10926492533370306,0.09329943789305843,0.0978632072013676,0.09243767148501056,0.09715319805562325,0.09061340377750576,0.09810909026651571,0.08910510345585373,0.08998657394488607
Macro_F1,0.09701261705241798,0.11780854602766462,0.09971126459198194,0.10477676702287139,0.09939965276353317,0.1021411057930766,0.09721585608672331,0.10492729000765727,0.09480041823077445,0.09601651088692173
Macro_Precision,0.06940238904218629,0.07357365639852088,0.05827746415803624,0.06642751964769911,0.054559273697154825,0.067633094385687,0.06707373281175567,0.06577777120005517,0.06627493148537461,0.06672619946393281
Macro_Recall,0.0825976906550826,0.08925293266252808,0.07578218441171719,0.08261104222787692,0.07399297362698447,0.08185380518311121,0.08072913405807583,0.08079754711687569,0.07917226391217098,0.08011514868095863
Weighted_F1,0.10441015594110581,0.13317707988963481,0.11095712770915518,0.1156766265455515,0.11123684574656095,0.11338172219164812,0.10562809178991137,0.11833874602898578,0.10324732130734104,0.10457053623136497
Weighted_Precision,0.06959980081777052,0.07526943588297205,0.05777143469624462,0.06681968379492376,0.053834361485092116,0.06825482906684052,0.06761426541098373,0.06801401298394723,0.06722019263524757,0.0678014048356748
