,DTmodel,GradientBoosting,LogisticRegression,XGBmodel,random_forest,sklearn_SVM
DTmodel,0.0,0.07545834253353384,0.08629003505461466,0.08068563786070157,0.07223325894835711,0.08504262796760889
GradientBoosting,0.07545834253353384,0.0,0.03364290858054098,0.028391172783939198,0.028021897872645366,0.03250226399815405
LogisticRegression,0.08629003505461466,0.03364290858054098,0.0,0.03234699477338717,0.02999732253222067,0.029202149044231056
XGBmodel,0.08068563786070157,0.028391172783939198,0.03234699477338717,0.0,0.028571345314666735,0.030813634110073367
random_forest,0.07223325894835711,0.028021897872645366,0.02999732253222067,0.028571345314666735,0.0,0.033648758150981735
sklearn_SVM,0.08504262796760889,0.03250226399815405,0.029202149044231056,0.030813634110073367,0.033648758150981735,0.0
