Recall,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
1.0,2026-02-21 16:53:50,20260220-191939,log/pimaindians_diabetes/20260220-191939/8/noSelect/standard__gaussian_noise__ADASYN/LogisticRegression,1,0.4545454545454545,0.4191810344827586,0.376371473354232,0.391304347826087,0.5625,27.0,27,0,42,8,first,0.1,0.35,1771586390261_bd95089d17716640306342185,2026,8,noSelect,standard,gaussian_noise,ADASYN,LogisticRegression
1.0,2026-02-21 16:15:58,20260220-191939,log/pimaindians_diabetes/20260220-191939/8/noSelect/mixup__ADASYN__minmax/LogisticRegression,1,0.6103896103896104,0.6071428571428572,0.5964749536178108,0.4736842105263157,0.6428571428571429,27.0,27,0,30,20,last,0.1,0.35,1771586390261_bd95089d17716617589102289,7,8,noSelect,minmax,mixup,ADASYN,LogisticRegression
1.0,2026-02-20 20:48:23,20260220-191939,log/pimaindians_diabetes/20260220-191939/4/infgain/noAug__SMOTE__standard/XGBmodel,1,0.7142857142857143,0.7142375168690958,0.7153460574513206,0.5510204081632653,0.7105263157894737,27.0,27,0,22,28,last,0.1,0.35,1771586390261_bd95089d17715917038878169,7,4,infgain,standard,noAug,SMOTE,XGBmodel
1.0,2026-02-20 22:06:19,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMeanInfgain/minmax__gaussian_noise__ADASYN/sklearn_SVM,1,0.4415584415584415,0.4011575330077772,0.3546964881745131,0.3857142857142857,0.5567010309278351,27.0,27,0,43,7,first,0.1,0.35,1771586390261_bd95089d17715963797770163,2026,5,biMeanInfgain,minmax,gaussian_noise,ADASYN,sklearn_SVM
1.0,2026-02-21 03:19:02,20260220-191939,log/pimaindians_diabetes/20260220-191939/6/biMeanInfgain/gaussian_noise__RandomUnderSampler__minmax/random_forest,1,0.4025974025974026,0.3440740740740741,0.2855507455507456,0.3698630136986301,0.54,54.0,54,0,92,8,last,0.2,0.35,1771586390261_bd95089d17716151424043319,2026,6,biMeanInfgain,minmax,gaussian_noise,RandomUnderSampler,random_forest
