Weighted_F1,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
0.8724785852445426,2026-02-20 19:29:37,20260220-191939,log/pimaindians_diabetes/20260220-191939/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,1,0.8701298701298701,0.8634751773049645,0.7575757575757576,0.925925925925926,0.8333333333333334,27.0,25,2,8,42,first,0.1,0.35,1771586390261_bd95089d17715869771382322,42,4,biMaxInfgain,standard,gaussian_noise,TomekLinks,GradientBoosting
0.8724785852445426,2026-02-20 19:29:37,20260220-191939,log/pimaindians_diabetes/20260220-191939/4/biMaxInfgain/standard__gaussian_noise__TomekLinks/GradientBoosting,0,0.8701298701298701,0.8634751773049645,0.9545454545454546,0.84,0.8936170212765957,50.0,42,8,2,25,first,0.1,0.35,1771586390261_bd95089d17715869771382322,42,4,biMaxInfgain,standard,gaussian_noise,TomekLinks,GradientBoosting
0.8711237741849986,2026-02-21 13:13:13,20260220-191939,log/pimaindians_diabetes/20260220-191939/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,1,0.8701298701298701,0.8596938775510203,0.7931034482758621,0.8518518518518519,0.8214285714285714,27.0,23,4,6,44,first,0.1,0.5,1771586390261_bd95089d17716507930523277,7,7,biMeanInfgain,standard,noAug,RandomUnderSampler,GradientBoosting
0.8711237741849986,2026-02-21 11:25:21,20260220-191939,log/pimaindians_diabetes/20260220-191939/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,1,0.8701298701298701,0.8596938775510203,0.7931034482758621,0.8518518518518519,0.8214285714285714,27.0,23,4,6,44,first,0.1,0.5,1771586390261_bd95089d17716443211038784,7,7,biMaxInfgain,standard,noAug,RandomUnderSampler,GradientBoosting
0.8711237741849986,2026-02-21 11:25:21,20260220-191939,log/pimaindians_diabetes/20260220-191939/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0,0.8701298701298701,0.8596938775510203,0.9166666666666666,0.88,0.8979591836734694,50.0,44,6,4,23,first,0.1,0.5,1771586390261_bd95089d17716443211038784,7,7,biMaxInfgain,standard,noAug,RandomUnderSampler,GradientBoosting
