F1,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
0.9056603773584906,2026-02-20 23:12:13,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMeanInfgain/mixup__noImbl__standard/random_forest,0,0.8701298701298701,0.8486635220125787,0.8656885567262927,0.8571428571428571,0.96,50.0,48,2,8,19,last,0.1,0.5,1771586390261_bd95089d17716003332989887,7,5,biMeanInfgain,standard,mixup,noImbl,random_forest
0.9019607843137256,2026-02-20 23:09:39,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMeanInfgain/standard__mixup__TomekLinks/random_forest,0,0.8701298701298701,0.8548265460030167,0.868905604199722,0.8846153846153846,0.92,50.0,46,4,6,21,first,0.1,0.5,1771586390261_bd95089d17716001798387206,7,5,biMeanInfgain,standard,mixup,TomekLinks,random_forest
0.8979591836734694,2026-02-21 11:25:21,20260220-191939,log/pimaindians_diabetes/20260220-191939/7/biMaxInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0,0.8701298701298701,0.8596938775510203,0.8711237741849986,0.9166666666666666,0.88,50.0,44,6,4,23,first,0.1,0.5,1771586390261_bd95089d17716443211038784,7,7,biMaxInfgain,standard,noAug,RandomUnderSampler,GradientBoosting
0.8979591836734694,2026-02-21 13:13:13,20260220-191939,log/pimaindians_diabetes/20260220-191939/7/biMeanInfgain/standard__noAug__RandomUnderSampler/GradientBoosting,0,0.8701298701298701,0.8596938775510203,0.8711237741849986,0.9166666666666666,0.88,50.0,44,6,4,23,first,0.1,0.5,1771586390261_bd95089d17716507930523277,7,7,biMeanInfgain,standard,noAug,RandomUnderSampler,GradientBoosting
0.8952380952380953,2026-02-21 04:56:01,20260220-191939,log/pimaindians_diabetes/20260220-191939/6/biMeanInfgain/mixup__TomekLinks__standard/XGBmodel,0,0.8571428571428571,0.8353741496598639,0.8532555879494657,0.8545454545454545,0.94,50.0,47,3,8,19,last,0.1,0.5,1771586390261_bd95089d17716209611135568,7,6,biMeanInfgain,standard,mixup,TomekLinks,XGBmodel
