Metric,Split_Ratio:0.1,Split_Ratio:0.15,FS_Method:noSelect,FeatureNum:8.0,Scaler:standard,FeatureNum:5.0,FeatureNum:7.0,FS_Method:infgain,Norm_Order:last,AugName:noAug
Accuracy,0.0599535317008235,0.04879461738623307,0.046978706687122826,0.046978706687122826,0.04420007404124221,0.04313790853645836,0.04556607131458962,0.0439424141179782,0.04425377174609028,0.04421350487452427
Macro_F1,0.06576090073920808,0.051116964969171085,0.0487322869665454,0.0487322869665454,0.046344794181537564,0.045412977914860195,0.047750752663063945,0.04563543407409165,0.046420128236410944,0.046378558695386624
Macro_Precision,0.06830571527758245,0.05625246929230609,0.05474849950663225,0.05474849950663225,0.05103263480977873,0.04978308343371152,0.05225232062063067,0.05181796462217984,0.05144467645150161,0.0513928938858257
Macro_Recall,0.06456258118014244,0.04924996782982465,0.04699910925328046,0.04699910925328046,0.04461001488259433,0.04412930944535518,0.04580919216711434,0.0438430345674346,0.044814607749104465,0.044772099320012734
Weighted_F1,0.05985009590186348,0.047257370637638615,0.045325462036351426,0.045325462036351426,0.04292554808771888,0.04194187776864326,0.04427199131676452,0.042367484494221876,0.04292252350098822,0.042884081612726326
Weighted_Precision,0.06018045779812867,0.0476083977906721,0.04623805792847288,0.04623805792847288,0.043379904794287986,0.042428817900289906,0.04429829045219407,0.04329798535167913,0.0434521225849602,0.04340761807395012
