Metric,Split_Ratio:0.1,FeatureNum:5.0,Scaler:standard,Model:random_forest,FS_Method:biMeanInfgain,FS_Method:biMaxInfgain,Model:GradientBoosting,FeatureNum:6.0,Norm_Order:last,FeatureNum:7.0
Accuracy,0.6893717393717393,0.6781265031265031,0.6663121600621601,0.6625811688311689,0.6749966179653679,0.6755997474747475,0.6750957375957376,0.6756283068783069,0.6650419025419025,0.6713669432419432
Macro_F1,0.6668601368488113,0.6575877339401699,0.6468658815389677,0.6426947080026945,0.6543941129800734,0.6548936288560434,0.6552244858765067,0.6536125592981923,0.6440681733207345,0.650080102726356
Macro_Precision,0.6950237624240524,0.6847403792051421,0.6796798736123653,0.6721430662829444,0.6816881457045969,0.6823049886987781,0.6869557237415148,0.680581522327437,0.6747161457741611,0.6781022292911236
Macro_Recall,0.6890641025641026,0.681468492798354,0.6764011356441911,0.6719983974358975,0.678963091563786,0.679480742026749,0.6849683048433048,0.6764697359396433,0.6704775641025641,0.6749572616598079
Weighted_F1,0.684530550653117,0.6745668305286134,0.6615984877311673,0.6572638450550199,0.6712786674910264,0.6718447673118069,0.6694124111168444,0.6717199236094195,0.6604416901195523,0.6671545937476767
Weighted_Precision,0.730451168628215,0.7225328812926122,0.7203649143608798,0.7117490931765629,0.7200174067288139,0.7206020248620504,0.7265261616030328,0.7179467745258976,0.7137065455901817,0.7163832521610723
