Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.2
Accuracy,0.034708585285151444,0.029753275378730938,0.037123254098873085,0.04143733938365528,0.03464175661701264,0.038943709596354105,0.025033432740863715,0.03447479130161798,0.04143733938365528,0.034708585285151444,0.029092059549693256,0.022747225005275595,0.027556649859446652,0.02017687179002903,0.02230858960291292,0.016091382169736306,0.03475920422705706,0.034738627530647284,0.029072451608602504,0.03609288460773972,0.0354457898491757,0.03399181506768522,0.034708585285151444
Macro_F1,0.032094997484200756,0.027495897267657568,0.03501444459852181,0.03522220343738981,0.03329510876310784,0.03834831665144658,0.021621013314117865,0.031003995461797624,0.03522220343738981,0.032094997484200756,0.030897234182955747,0.020416574563615553,0.018079173353909937,0.017301673367252315,0.020123037353826166,0.016243416975315603,0.03214175424292163,0.03212282398385733,0.030334466354039587,0.03325384440057943,0.030457982683293066,0.03367679982586529,0.032094997484200756
Macro_Precision,0.03541776016082919,0.030293112480293462,0.039070301064872165,0.03841253117799414,0.03763694237422839,0.04169888403267385,0.02497632019401286,0.033715871480964256,0.03841253117799414,0.03541776016082919,0.030370332829440447,0.02148922939213988,0.026900273804725428,0.018636874717350784,0.017920787543230156,0.019554979061879234,0.03548906860808532,0.03542872671471289,0.029909916943680184,0.03844110446435521,0.03481972081580812,0.03608443884085816,0.03541776016082919
Macro_Recall,0.031390712854175475,0.027321048824019263,0.0344027907828202,0.03168648678422039,0.03298872842231985,0.038613392649217676,0.021461297891180096,0.02997090631353169,0.03168648678422039,0.031390712854175475,0.03193037973151837,0.0200048476031714,0.01325206082990795,0.017517278931679203,0.020536919324784145,0.01760275703369783,0.03144796817798198,0.03140638835584674,0.032065964607794775,0.030691142160585085,0.028267955453572014,0.03425801496913971,0.031390712854175475
Weighted_F1,0.03174196400156318,0.02717006872363602,0.03414194686088429,0.03706641151642753,0.03202429429573913,0.03655363160297098,0.022000145775271717,0.03130501137811601,0.03706641151642753,0.03174196400156318,0.0285704932004471,0.020503146133877003,0.021949129488237285,0.017781753548403483,0.02074295260617942,0.01466222779969097,0.031785286388082444,0.03177240851914081,0.028347127024847596,0.03295447276591957,0.03152691213584762,0.03197417788595008,0.03174196400156318
Weighted_Precision,0.030229701215284527,0.02605610176227402,0.03337801899344692,0.031468504633364314,0.032106818143085865,0.03665777621673717,0.020674314220563376,0.02874978798100714,0.031468504633364314,0.030229701215284527,0.028542450048841237,0.018071658855977727,0.017935025129542505,0.01597997374007578,0.017146396176158565,0.015588612380928634,0.030289697946460234,0.030239925411774907,0.0287382541964677,0.031506917989734956,0.028427782912602995,0.03199080592353308,0.030229701215284527
