Part,MeanImportance,StdImportance,Rank
AugName,0.34660337810447367,0.058061833488805704,1
Model,0.25966548325534977,0.0944335708729217,2
ImblName,0.1293564615081541,0.05013594135491359,3
FS_Method,0.043416549884354894,0.008067422503778867,4
Scaler,0.029708818398123987,0.0027984643190969664,5
Norm_Order,0.025672049471123597,0.0018920767277316908,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
