Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.35690639966924426,0.03760708547313959,0.0,0.1707143189224885,0.19029680056069967,0.024892549395653822,0.0,0.03133038828666598,0.0
Macro_F1,0.40849813048226097,0.03644062489587957,0.0,0.1607155222503334,0.19191317358382767,0.02475657657886729,0.0,0.029172784846039503,0.0
Macro_Precision,0.27962630576370967,0.05200538111204877,0.0,0.07090334955198832,0.3845657915633944,0.02737583556281655,0.0,0.026005987575377795,0.0
Macro_Recall,0.3967973883455391,0.04418350422755545,0.0,0.10163129059511655,0.2512923884117367,0.023980501783268764,0.0,0.02767701899606598,0.0
Weighted_F1,0.3656828145896813,0.03611010490464887,0.0,0.18899340269887197,0.17171813792115206,0.02436004238928166,0.0,0.03398195328623187,0.0
Weighted_Precision,0.2721092297764065,0.0541525986928571,0.0,0.0831808850301259,0.3682066074912881,0.028666791116853496,0.0,0.030084777398362794,0.0
