Metric,Model:LogisticRegression,Model:random_forest,Model:XGBmodel,Model:GradientBoosting,FeatureNum:4.0,Scaler:standard,FS_Method:infgain,FeatureNum:6.0,Norm_Order:last,Prob_Threshold:0.5
Accuracy,0.7564935064935064,0.7471139971139971,0.7456709956709956,0.740981240981241,0.7395833333333334,0.7344276094276094,0.7330221861471862,0.731737012987013,0.7309403559403559,0.7308201058201058
Macro_F1,0.7244299008810645,0.7191983850412477,0.7065656907599607,0.7077481295424101,0.7032541142134882,0.7013591424166079,0.6970842365572426,0.6967090009936446,0.6968555452083257,0.6967273666563328
Macro_Precision,0.7367849416477418,0.7228476775348434,0.7243169749114418,0.7165604408509098,0.7165111162203252,0.710944809359144,0.7106191441567405,0.7088896436069204,0.7074037669144467,0.7072257261553381
Macro_Recall,0.7192695473251028,0.7177263374485597,0.7002880658436214,0.7035390946502057,0.6975231481481482,0.6970730452674897,0.6927816358024691,0.6932561728395061,0.6933230452674898,0.6932107338820301
Weighted_F1,0.7522969902630892,0.7455045152059719,0.7383707716692023,0.7370419751824107,0.73411177042145,0.7308050356583576,0.7278302339910004,0.7270992153631327,0.726863601897253,0.726745934206457
Weighted_Precision,0.7540446242201542,0.7457339721986775,0.7404921459895011,0.7369616053715046,0.7348738353823618,0.731623147330892,0.7303522375124468,0.7296549160625014,0.728653996435366,0.7285120355212471
