Metric,Split_Ratio:0.1,FeatureNum:5.0,Scaler:standard,FeatureNum:4.0,FS_Method:infgain,Norm_Order:last,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:first
Accuracy,0.7572150072150072,0.7390929188747076,0.7322693530128875,0.7301967391743793,0.7337783478644201,0.7346040281025914,0.7345990327985659,0.7345990327985659,0.7345990327985659,0.7345940374945404
Macro_F1,0.7210032439154488,0.7039812372242686,0.6997499298183686,0.6921751053986109,0.6953534595955124,0.6979207455440111,0.6979091256397997,0.6979091256397997,0.6979091256397997,0.6978975057355884
Macro_Precision,0.7390653362301963,0.718160326093732,0.7081897479398542,0.7087657239284006,0.712245123191318,0.7129296067018591,0.7129250714364322,0.7129250714364322,0.7129250714364322,0.7129205361710053
Macro_Recall,0.71394890260631,0.6993714492433867,0.6965720301190602,0.687524066719683,0.6898126542906812,0.6932400926563486,0.6932290570063192,0.6932290570063192,0.6932290570063192,0.6932180213562898
Weighted_F1,0.7508384490601278,0.7343798681482631,0.7293110001262954,0.7243853828629983,0.7276603459686162,0.7293002295567204,0.7292916589885887,0.7292916589885887,0.7292916589885887,0.7292830884204571
Weighted_Precision,0.7535067539786419,0.7374870888810451,0.7307306612596173,0.7283086547023216,0.7308142251359944,0.7324544281638495,0.7324484160492392,0.7324484160492392,0.7324484160492392,0.7324424039346288
