Metric,Split_Ratio:0.1,FeatureNum:5.0,Scaler:standard,FeatureNum:4.0,FS_Method:infgain,Norm_Order:last,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:first
Accuracy,0.0388888219592653,0.041282672797933934,0.04232601921232197,0.041727801630867783,0.03943591208994204,0.03853192191826033,0.03845265949022246,0.03845265949022246,0.03845265949022246,0.038408960260027
Macro_F1,0.042820247526423,0.040689669334538665,0.04275112634974414,0.04101438506649996,0.03815758470553721,0.03774861092707694,0.03765104424372298,0.03765104424372298,0.03765104424372298,0.03758822189963745
Macro_Precision,0.04706555636342663,0.04844072288310769,0.04815590634024324,0.05032817307643258,0.047295203613316544,0.04564548489731152,0.04553951327495277,0.04553951327495277,0.04553951327495277,0.045475617521644245
Macro_Recall,0.04183545545367811,0.038440127819115606,0.040517482362692286,0.038777691967450366,0.035533920128445,0.03543785040398986,0.035351757147452194,0.035351757147452194,0.035351757147452194,0.035298309040602625
Weighted_F1,0.038737481154820314,0.03862980235483035,0.04022286970735465,0.038780515568942846,0.03647329558522708,0.03585657027811619,0.03577268741325605,0.03577268741325605,0.03577268741325605,0.03572185233468299
Weighted_Precision,0.04025418009994954,0.039270636617854536,0.040161041439201885,0.04033649752070928,0.03778294126887873,0.03661316716216131,0.03652336669310234,0.03652336669310234,0.03652336669310234,0.03646729246457615
