Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.0,0.05330954137751934,0.0,0.0,0.8126306651985366,0.006081980998956975,0.0,0.045857554679080294,0.0
Macro_F1,0.0,0.07768270077049379,0.0,0.0,0.7403778828905835,0.008933867600190526,0.0,0.05576959095352895,0.0
Macro_Precision,0.0,0.05916645236928308,0.0,0.0,0.7986586183246168,0.004623399715113357,0.0,0.06253570371153562,0.0
Macro_Recall,0.0,0.09321406596464284,0.0,0.0,0.697432254453191,0.010303439991442604,0.0,0.05933336416032309,0.0
Weighted_F1,0.0,0.06407630749403705,0.0,0.0,0.7793986497226117,0.00765982436113081,0.0,0.05046149885069653,0.0
Weighted_Precision,0.0,0.06198904207770804,0.0,0.0,0.7978295688453472,0.006443644588174668,0.0,0.04484060766129327,0.0
