Detail,MeanImportance,StdImportance,Rank
Model_DTmodel,0.637038568045372,0.0367227517294054,1
FeatureNum,0.10023162887332697,0.024264798966858667,2
Model_GradientBoosting,0.052234828120174104,0.02052367024261474,3
Model_random_forest,0.03430901268130018,0.01475003636696117,4
FS_Method_infgain,0.029190399824033153,0.01421714773380224,5
FS_Method_biMaxInfgain,0.028467696393603262,0.004085562136508207,6
Scaler_minmax,0.026780514981165637,0.003789136259344358,7
Scaler_standard,0.026352538354910655,0.003665415126733151,8
Model_XGBmodel,0.019144931960680876,0.008924945815395683,9
Model_LogisticRegression,0.015523115851212736,0.010363562862123251,10
