Metric,Split_Ratio:0.1,ImblName:ADASYN,FeatureNum:7.0,FeatureNum:8.0,FS_Method:noSelect,Prob_Threshold:0.35,Scaler:standard,ImblName:SMOTE,Norm_Order:last,FeatureNum:5.0
Accuracy,0.6956293706293707,0.65744671994672,0.6815205627705628,0.6833333333333333,0.6833333333333333,0.6505702630702631,0.6859348984348984,0.6713494838494838,0.6746295371295371,0.6829274891774891
Macro_F1,0.6803721425272604,0.645723227329667,0.6641890191625699,0.6654540472890385,0.6654540472890385,0.6422682299798145,0.6657083255930379,0.6590585424895232,0.6578302435848867,0.6666910022483898
Macro_Precision,0.7177226338048497,0.6927374765640923,0.705604359351717,0.707877577937186,0.707877577937186,0.7024117916505925,0.6983719134167176,0.6971075375861857,0.6950334913046791,0.6986342257778636
Macro_Recall,0.7204373219373219,0.6966720085470086,0.7060082304526749,0.7061026234567901,0.7061026234567901,0.7029890788224121,0.6993784425451092,0.701158891263058,0.6969994064577397,0.7026489197530864
Weighted_F1,0.689996860528347,0.6490625452445641,0.6740341599015258,0.6758217259474503,0.6758217259474503,0.6416646571741703,0.6796027574268934,0.6667463322688645,0.668595347069893,0.6785236448630763
Weighted_Precision,0.7632219104755512,0.7425375587428795,0.7518336901332957,0.7535288179517802,0.7535288179517802,0.7580702117267523,0.7401538903607519,0.7448470287744298,0.740349530511544,0.7426186147722139
