Metric,AugName_noAug,FS_Method_biMaxInfgain,FS_Method_infgain,FS_Method_noSelect,FeatureNum,ImblName_noImbl,Model_DTmodel,Model_GradientBoosting,Model_LogisticRegression,Model_XGBmodel,Model_random_forest,Model_sklearn_SVM,Norm_Order_first,Norm_Order_last,Prob_Threshold,Scaler_minmax,Scaler_standard,Split_Ratio
Accuracy,0.0,0.048130651530456675,0.01515768365232959,0.009354958212302165,0.09154822845744981,0.0,0.46160618076135423,0.010370576147577908,0.02124713804702181,0.02727047776372165,0.01844838361762796,0.02099761418032716,0.0028979024305580557,0.003055951071853397,0.0,0.023559840053636476,0.02972716149104816,0.21662725258273466
Macro_F1,0.0,0.072004235428759,0.016860118397433347,0.006398141362747305,0.11069050372735205,0.0,0.4188853102623461,0.021172136645509435,0.019805460136632987,0.035467932598293464,0.021734887963511265,0.010507516699584562,0.0031018167052043687,0.003347520968848242,0.0,0.03305447256334067,0.0339888081425718,0.19298113839786565
Macro_Precision,0.0,0.0483898568899773,0.01597682021489455,0.005354114891854802,0.09491674255295607,0.0,0.4279006659680079,0.011628092336216221,0.024370081856113626,0.024472379639223264,0.014940352707190224,0.043062511564362145,0.00300134252682024,0.003331772457647666,0.0,0.02551899350933955,0.026008896464208613,0.23112737642118827
Macro_Recall,0.0,0.08821508547170684,0.017845633647606815,0.004875446083999811,0.12034225684305491,0.0,0.3845589853667729,0.028687741200291286,0.023223107439397053,0.03939241795830331,0.023313319031097582,0.009888774491445184,0.004015483283731389,0.004045833127449527,0.0,0.03792663484467111,0.03942005451870078,0.1742492266917714
Weighted_F1,0.0,0.059352962730132325,0.017573646148632716,0.006490755080047424,0.10325780745728629,0.0,0.4455857063593472,0.01459999460135551,0.018893703408633753,0.031706839242882714,0.020529296220503625,0.014148396789891233,0.0032336299700122663,0.003039521360963415,0.0,0.027413136294993323,0.031210932945999543,0.20296367138931865
Weighted_Precision,0.0,0.06008115212105278,0.017415498171515637,0.005760662177273678,0.1009811389640182,0.0,0.4210087956413531,0.0126870187594747,0.019828139183833454,0.03360508822008426,0.02156210000029061,0.020924108688850418,0.003484348304153737,0.0035116420179775497,0.0,0.030715922620174408,0.029964826249328676,0.2184695588806185
