Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Random_State,Scaler,Split_Ratio
Accuracy,0.25622700521021957,0.04418565415289717,0.0,0.17237231202762368,0.1971060895661272,0.025889886035346803,0.0,0.0,0.04396705275984275,0.0
Macro_F1,0.3209619938803548,0.049360886082501235,0.0,0.15864691963001018,0.1812795443274023,0.026408676132571987,0.0,0.0,0.04493263332551426,0.0
Macro_Precision,0.20092222335407214,0.06631452573803531,0.0,0.10367713484420965,0.33157697218460375,0.03773778679653686,0.0,0.0,0.04364100548586232,0.0
Macro_Recall,0.296238290527666,0.05783176685219862,0.0,0.1154678516933515,0.2538380932267231,0.030974018973630668,0.0,0.0,0.04447029968279799,0.0
Weighted_F1,0.28410403028711495,0.04217498453383541,0.0,0.17947252926720642,0.17707774530314296,0.0264323048361324,0.0,0.0,0.04178701755096897,0.0
Weighted_Precision,0.1731379848806081,0.06848024680677314,0.0,0.10577201719425686,0.36622181346346594,0.04033396973304713,0.0,0.0,0.04294106785338718,0.0
