Metric,Mean,Std
Accuracy,0.6968566156066157,0.09686359676676254
Macro_Precision,0.7156552626908694,0.04978459004922303
Macro_Recall,0.7129315843621399,0.07400546285459006
Macro_F1,0.6761081158077223,0.10661932994886074
Weighted_Precision,0.757186586529441,0.049929096353237765
Weighted_Recall,0.6968566156066157,0.09686359676676254
Weighted_F1,0.6882076381769666,0.12154103631297088
Micro_Precision,0.6968566156066157,0.09686359676676254
Micro_Recall,0.6968566156066157,0.09686359676676254
Micro_F1,0.6968566156066157,0.09686359676676254
Integrated_Score,0.7019673526985946,0.08666971821243642
