Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
2026-02-20 16:13:33,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,0,0.4935064935064935,0.4879795396419437,0.4720895472813631,0.7894736842105263,0.3,0.4347826086956521,50.0,15,35,4,23,first,0.1,0.35,1771575212296_720c096117715752134796516,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:33,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,1,0.4935064935064935,0.4879795396419437,0.4720895472813631,0.396551724137931,0.8518518518518519,0.5411764705882353,27.0,23,4,35,15,first,0.1,0.35,1771575212296_720c096117715752134796516,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:35,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,0,0.7532467532467533,0.7313131313131314,0.7542437360619179,0.8163265306122449,0.8,0.8080808080808081,50.0,40,10,9,18,first,0.1,0.5,1771575212296_720c096117715752150166124,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:35,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,1,0.7532467532467533,0.7313131313131314,0.7542437360619179,0.6428571428571429,0.6666666666666666,0.6545454545454545,27.0,18,9,10,40,first,0.1,0.5,1771575212296_720c096117715752150166124,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:35,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,0,0.512987012987013,0.5113179606515761,0.5027872487148984,0.7777777777777778,0.35,0.4827586206896552,100.0,35,65,10,44,first,0.2,0.35,1771575212296_720c096117715752159823330,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:35,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,1,0.512987012987013,0.5113179606515761,0.5027872487148984,0.4036697247706422,0.8148148148148148,0.5398773006134969,54.0,44,10,65,35,first,0.2,0.35,1771575212296_720c096117715752159823330,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:36,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,0,0.5974025974025974,0.5713002873563219,0.6028978205702344,0.7065217391304348,0.65,0.6770833333333334,100.0,65,35,27,27,first,0.2,0.5,1771575212296_720c096117715752169503939,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:36,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/minmax__gaussian_noise__ADASYN/random_forest,1,0.5974025974025974,0.5713002873563219,0.6028978205702344,0.4354838709677419,0.5,0.4655172413793103,54.0,27,27,35,65,first,0.2,0.5,1771575212296_720c096117715752169503939,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:38,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/gaussian_noise__ADASYN__minmax/random_forest,0,0.4545454545454545,0.4330294530154277,0.4000382506693867,0.8333333333333334,0.2,0.3225806451612903,50.0,10,40,2,25,last,0.1,0.35,1771575212296_720c096117715752180121286,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
2026-02-20 16:13:38,1771575212296_720c0961,log/pimaindians_diabetes/20260220-161321/4/biMaxInfgain/gaussian_noise__ADASYN__minmax/random_forest,1,0.4545454545454545,0.4330294530154277,0.4000382506693867,0.3846153846153846,0.925925925925926,0.5434782608695652,27.0,25,2,40,10,last,0.1,0.35,1771575212296_720c096117715752180121286,42,4,biMaxInfgain,minmax,gaussian_noise,ADASYN,random_forest
