Part,MeanImportance,StdImportance,Rank
AugName,0.3245981517405015,0.057338562582175984,1
Model,0.27279496166375616,0.09649641907454073,2
ImblName,0.13032830442640836,0.04669907534435865,3
FS_Method,0.04530699869521359,0.0071269412502536905,4
Norm_Order,0.03144274948342094,0.0022734483341124248,5
Scaler,0.03095018355381296,0.0031584607608454115,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
