Metric,Mean,Std
Accuracy,0.6922739297739298,0.0891820982393166
Macro_Precision,0.7021670727349344,0.06212248465387707
Macro_Recall,0.700352066186557,0.07656082184258431
Macro_F1,0.6715098182022772,0.0950975002809091
Weighted_Precision,0.7418990846405698,0.0622668054639007
Weighted_Recall,0.6922739297739298,0.0891820982393166
Weighted_F1,0.6872625000066025,0.10481830863838756
Micro_Precision,0.6922739297739298,0.0891820982393166
Micro_Recall,0.6922739297739298,0.0891820982393166
Micro_F1,0.6922739297739298,0.0891820982393166
Integrated_Score,0.6951672419971098,0.08162164241067854
