Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.7623857623857623,0.7454377547373366,0.7183641975308642,0.7263173989369308,0.7585172751067789,0.7623857623857623,0.7558564766040123,0.7623857623857623,0.7623857623857623,0.7623857623857623,0.7495123090229443
