Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
LogisticRegression,0.0,0.2773500981126146,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05957405192016743
XGBmodel,0.4,0.5630643838269003,1.2857142857142856,1.0546536707079772,0.4,0.4,0.7112978063425606,0.4,0.4,0.4,0.7112978063425606,0.6114570866303896
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GradientBoosting,1.0,0.9202072409697574,1.3987860888755974,1.254653670707977,1.0,1.0,1.0446311396758938,1.0,1.0,1.0,1.0446311396758938,1.0602644799913745
random_forest,1.4152504370215304,1.0518130328438329,1.184500374589883,1.5333333333333332,1.4152504370215304,1.4152504370215304,1.5333333333333332,1.4152504370215304,1.4152504370215304,1.4152504370215304,1.5333333333333332,1.3934378208693543
sklearn_SVM,1.4,1.2857142857142856,1.4285714285714286,1.4666666666666668,1.4,1.4,1.4666666666666668,1.4,1.4,1.4,1.4666666666666668,1.4103896103896105
