Model,nrrs
LogisticRegression,0.2773500981126146
XGBmodel,0.5630643838269003
GradientBoosting,0.9202072409697574
DTmodel,1.0
random_forest,1.0518130328438329
sklearn_SVM,1.2857142857142856
