,DTmodel,GradientBoosting,LogisticRegression,XGBmodel,random_forest,sklearn_SVM
DTmodel,0.0,0.06885558028928926,0.08034775655909951,0.07581296155214799,0.0691179641661939,0.0827856477095798
GradientBoosting,0.06885558028928926,0.0,0.024169875816100726,0.02120574783363958,0.020176558716868697,0.02695694941162601
LogisticRegression,0.08034775655909951,0.024169875816100726,0.0,0.022768309083732445,0.02312999559946855,0.022555080999557324
XGBmodel,0.07581296155214799,0.02120574783363958,0.022768309083732445,0.0,0.023909387291536282,0.026713911051873204
random_forest,0.0691179641661939,0.020176558716868697,0.02312999559946855,0.023909387291536282,0.0,0.029452637266859885
sklearn_SVM,0.0827856477095798,0.02695694941162601,0.022555080999557324,0.026713911051873204,0.029452637266859885,0.0
