FP,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
100,2026-01-30 17:53:45,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/gaussian_noise__ADASYN__MinMax/GradientBoosting,1,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.3506493506493506,1.0,0.5192307692307693,54.0,54,0,0,False,0.2,0.35,1769764270122_202fd60e17697668257108508
100,2026-01-30 17:53:56,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/MinMax__gaussian_noise__ADASYN/GradientBoosting,1,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.3506493506493506,1.0,0.5192307692307693,54.0,54,0,0,True,0.2,0.35,1769764270122_202fd60e17697668363065328
99,2026-01-30 19:12:17,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/gaussian_noise__ADASYN__Standard/GradientBoosting,1,0.3571428571428571,0.2707705553164012,0.1958059159953262,0.3529411764705882,1.0,0.5217391304347826,54.0,54,0,1,False,0.2,0.35,1769764270122_202fd60e17697715378271439
99,2026-01-30 19:02:50,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__Standard/GradientBoosting,1,0.3571428571428571,0.2707705553164012,0.1958059159953262,0.3529411764705882,1.0,0.5217391304347826,54.0,54,0,1,False,0.2,0.35,1769764270122_202fd60e17697709701431795
99,2026-01-30 18:11:11,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMeanInfgain/gaussian_noise__ADASYN__MinMax/XGBmodel,1,0.3506493506493506,0.2670854749666857,0.1931635849397128,0.3486842105263157,0.9814814814814816,0.5145631067961165,54.0,53,1,1,False,0.2,0.35,1769764270122_202fd60e17697678715805195
