Support,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
100.0,2026-01-30 17:20:41,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/infgain/MinMax__gaussian_noise__RandomUnderSampler/DTmodel,0,0.5454545454545454,0.5275245441795231,0.555017212801224,0.6785714285714286,0.57,0.6195652173913043,57,43,27,27,True,0.2,0.35,1769764270122_202fd60e17697648415459685
100.0,2026-01-30 17:23:15,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/infgain/Standard__gaussian_noise__RandomUnderSampler/GradientBoosting,0,0.7077922077922078,0.6918767507002801,0.7127942085925278,0.8089887640449438,0.72,0.7619047619047619,72,28,17,37,True,0.2,0.5,1769764270122_202fd60e17697649954411252
100.0,2026-01-30 17:23:14,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/infgain/Standard__gaussian_noise__RandomUnderSampler/sklearn_SVM,0,0.6753246753246753,0.6625175315568023,0.6821551520008743,0.7976190476190477,0.67,0.7282608695652174,67,33,17,37,True,0.2,0.5,1769764270122_202fd60e17697649943408564
100.0,2026-01-30 17:51:07,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/infgain/gaussian_noise__TomekLinks__Standard/DTmodel,0,0.5909090909090909,0.5205337286879169,0.5754026551654424,0.6637168141592921,0.75,0.704225352112676,75,25,38,16,False,0.2,0.35,1769764270122_202fd60e17697666671548598
100.0,2026-01-30 17:23:14,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/infgain/Standard__gaussian_noise__RandomUnderSampler/random_forest,0,0.6493506493506493,0.6313829787234042,0.6556921801602653,0.7613636363636364,0.67,0.7127659574468085,67,33,21,33,True,0.2,0.5,1769764270122_202fd60e17697649946532387
