TP,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
98,2026-01-30 18:26:26,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__noIMB__MinMax/sklearn_SVM,0,0.7272727272727273,0.611764705882353,0.6750190985485103,0.7101449275362319,0.98,0.8235294117647058,100.0,2,40,14,False,0.2,0.5,1769764270122_202fd60e17697687868270791
97,2026-01-30 17:52:28,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/gaussian_noise__noIMB__MinMax/GradientBoosting,0,0.7012987012987013,0.5659313725490196,0.6383371530430354,0.6928571428571428,0.97,0.8083333333333333,100.0,3,43,11,False,0.2,0.5,1769764270122_202fd60e17697667487846242
97,2026-01-30 17:33:30,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMeanInfgain/gaussian_noise__noIMB__Standard/GradientBoosting,0,0.6948051948051948,0.5517433578993002,0.6273852486771295,0.6879432624113475,0.97,0.8049792531120332,100.0,3,44,10,False,0.2,0.5,1769764270122_202fd60e17697656104066115
97,2026-01-30 18:17:43,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/infgain/gaussian_noise__noIMB__MinMax/sklearn_SVM,0,0.7142857142857143,0.5932773109243697,0.6595438175270109,0.7028985507246377,0.97,0.8151260504201681,100.0,3,41,13,False,0.2,0.5,1769764270122_202fd60e17697682637740583
97,2026-01-30 17:30:22,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/biMeanInfgain/gaussian_noise__noIMB__MinMax/sklearn_SVM,0,0.7077922077922078,0.5797707840640349,0.6490529663169284,0.697841726618705,0.97,0.8117154811715481,100.0,3,42,12,False,0.2,0.5,1769764270122_202fd60e17697654228593673
