Macro_F1,LogDir,Norm_First,Split_Ratio,Prob_Threshold,Timestamp,RunID,Model_RunID,Accuracy,Macro_Precision,Macro_Recall,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,NormOrder,FeatureNum,InfoGain,Pipeline,Model,Scaler,AugMethod,ImblMethod
0.4216215210451064,log/pimaindians_diabetes/5/biMeanInfgain/gaussian_noise__noIMB__MinMax/DTmodel,False,0.1,0.5,2026-01-30 17:30:19,1769764270122_202fd60e,1769764270122_202fd60e17697654199663327,0.461038961038961,0.4241553934235192,0.4231481481481481,0.4748743049016646,0.461038961038961,0.466038720665902,0.461038961038961,0.461038961038961,0.461038961038961,0.4497824053195687,Last,5,biMeanInfgain,gaussian_noise__noIMB__MinMax,DTmodel,MinMax,gaussian_noise,noIMB
0.4460714285714285,log/pimaindians_diabetes/5/biMaxInfgain/gaussian_noise__noIMB__MinMax/DTmodel,False,0.1,0.35,2026-01-30 17:24:33,1769764270122_202fd60e,1769764270122_202fd60e17697650734000008,0.487012987012987,0.4517374612151918,0.4474074074074073,0.4973863132664828,0.487012987012987,0.4888497217068646,0.487012987012987,0.487012987012987,0.487012987012987,0.4746964855358469,Last,5,biMaxInfgain,gaussian_noise__noIMB__MinMax,DTmodel,MinMax,gaussian_noise,noIMB
0.4479668739652461,log/pimaindians_diabetes/4/biMeanInfgain/gaussian_noise__noIMB__MinMax/DTmodel,False,0.1,0.5,2026-01-30 17:15:05,1769764270122_202fd60e,1769764270122_202fd60e17697645059748473,0.5,0.449097200808579,0.4488888888888889,0.4979617326518344,0.5,0.498033989884234,0.5,0.5,0.5,0.4814949118123521,Last,4,biMeanInfgain,gaussian_noise__noIMB__MinMax,DTmodel,MinMax,gaussian_noise,noIMB
0.4517236788080466,log/pimaindians_diabetes/5/biMeanInfgain/Standard__gaussian_noise__noIMB/random_forest,True,0.1,0.5,2026-01-30 17:33:33,1769764270122_202fd60e,1769764270122_202fd60e17697656134930385,0.6428571428571428,0.5650304414003045,0.5120370370370371,0.5919226511692265,0.6428571428571428,0.5484131354440489,0.6428571428571428,0.6428571428571428,0.6428571428571428,0.5740623922413282,First,5,biMeanInfgain,Standard__gaussian_noise__noIMB,random_forest,Standard,gaussian_noise,noIMB
0.454781575629558,log/pimaindians_diabetes/7/biMaxInfgain/gaussian_noise__noIMB__MinMax/DTmodel,False,0.2,0.35,2026-01-30 18:26:25,1769764270122_202fd60e,1769764270122_202fd60e17697687853251240,0.4837662337662337,0.4584139867233265,0.4555555555555555,0.5050503199204042,0.4837662337662337,0.4923275521293497,0.4837662337662337,0.4837662337662337,0.4837662337662337,0.4774748488902582,Last,7,biMaxInfgain,gaussian_noise__noIMB__MinMax,DTmodel,MinMax,gaussian_noise,noIMB
