Part_Label,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,Model:sklearn_SVM,Split_Ratio:0.2,AugName:mixup,AugName:noAug,Model:LogisticRegression,AugName:gaussian_noise,Model:DTmodel,FS_Method:infgain,FeatureNum:4.0,FeatureNum:5.0,Model:GradientBoosting,Model:XGBmodel,Norm_Order:first,Random_State:23.0,Scaler:standard,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:noSelect,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:SMOTE,Norm_Order:last,Scaler:minmax,ImblName:ADASYN,ImblName:RandomUnderSampler,Model:random_forest,Prob_Threshold:0.35,Split_Ratio:0.1
FS_Method:biMaxInfgain,0.8389824463442106,0.7678274122990465,0.8331355844401789,0.994399064908677,0.9994666132781174,0.9419084206849274,0.9757409425763712,0.9738780853506925,0.9696350527490919,0.7010282334900758,,0.9994334328253404,0.999778230783551,0.9995105783443006,0.9991925337637436,0.9971287585369852,0.999860068966799,0.9999551908042535,,,,0.9983241628200228,0.9995902475724794,0.9994427633505176,0.9917055981730898,0.9988315324259366,0.9995707533822819,0.9758511092340273,0.9735280196827654,0.9883990574527038,0.9704215379728043,0.9997123895738572
FS_Method:biMeanInfgain,0.8418497446958679,0.7709642030896893,0.8361227256375152,0.9947467976506111,0.9996222143419492,0.9438159092357072,0.9768498484381689,0.9726338388959834,0.9683303122184161,0.7051565608785823,,0.9996209572636491,0.999755944747127,0.9993270976436086,0.9993591499360047,0.9975232620913073,0.9998870295681803,0.999908208204716,,,,0.9984379711978104,0.9994895427890964,0.999313521405508,0.9910879583086967,0.9985396407930008,0.9996705605932107,0.9746353812824498,0.97233613843754,0.9874869508593593,0.9690733512554639,0.999624454978472
FS_Method:noSelect,0.8348759736991818,0.766240970225794,0.8280872299056572,0.9951204430491171,0.9986563429224968,0.9336319216760951,0.9686708467646584,0.9777205535929655,0.976092468376854,0.6893744510668408,,0.9981628718677457,0.9986957722597973,0.9989699132744131,0.9983045719773231,0.9960384378351885,0.9995865576638402,0.999710272151359,,,,0.9988002710291815,0.9999822850086602,1.0,0.9910645063556976,0.9992673484173232,0.999269124929773,0.977516562837857,0.9742352002985026,0.9894571906943102,0.9723907260719804,0.9999183648512983
FeatureNum:6.0,0.8602570732066087,0.7967368023668367,0.8536774217086316,0.9986989252055494,0.9991092156872169,0.9449912397005087,0.972852667984538,0.9674418899155971,0.968357517633638,0.7200417515653315,0.9999040607416387,,,0.9964167150102492,0.9990248102953729,0.9985765909500958,0.999135314946486,0.9985742277646814,0.9983241628200228,0.9984379711978104,0.9988002710291815,,,,0.9836815493464016,0.99622501218768,0.9994926652655005,0.9660954461958876,0.9620543990884102,0.9813264891020946,0.9599154594031644,0.9986599314200634
FeatureNum:7.0,0.8371904427023794,0.7685045503239173,0.830541260484982,0.9953671383976603,0.9989403358061196,0.9356609146797977,0.9700739944720908,0.9766155265638573,0.9748115484144152,0.6930437765648518,0.9991915299622869,,,0.9990381462733025,0.9986293352071454,0.9964875592059398,0.999731446941699,0.99981060920315,0.9995902475724794,0.9994895427890964,0.9999822850086602,,,,0.9908248259445399,0.9991478926557947,0.999457880549755,0.9766850197854361,0.9734875473458385,0.9889650914572486,0.9714496863369592,0.9999389560121742
FeatureNum:8.0,0.8348759736991818,0.766240970225794,0.8280872299056572,0.9951204430491171,0.9986563429224968,0.9336319216760951,0.9686708467646584,0.9777205535929655,0.976092468376854,0.6893744510668408,0.9990368454813039,,,0.9989699132744131,0.9983045719773231,0.9960384378351885,0.9995865576638402,0.999710272151359,0.9994427633505176,0.999313521405508,1.0,,,,0.9910645063556976,0.9992673484173232,0.999269124929773,0.977516562837857,0.9742352002985026,0.9894571906943102,0.9723907260719804,0.9999183648512983
ImblName:SMOTE,,,0.7577583345574264,0.9735502537622562,0.9871163952682624,0.9035731661960639,0.9555865743292432,0.98891653772244,0.9771885824993511,0.6156315775098236,0.9851828320505279,0.9882392707356581,0.9932578842904529,0.994946065456504,0.9861200182066788,0.9794171399022902,0.9897517961312553,0.9916294605621068,0.9917055981730898,0.9910879583086967,0.9910645063556976,0.9836815493464016,0.9908248259445399,0.9910645063556976,,0.9953517934159396,0.9877082236773588,,,0.9981132033036141,0.9916494009024721,0.9916113202565655
Norm_Order:last,0.8144966738682722,0.7415948988630334,0.8077286255181771,0.9907177066608922,0.9968673398573583,0.9246905458221647,0.9650767123097409,0.9836571233411846,0.979523366876306,0.6663776792486168,0.9967924809900546,0.9967778403979373,0.9986621085585983,0.9994409632325613,0.9962884418198452,,0.9984220739702445,0.9990667573818609,0.9988315324259366,0.9985396407930008,0.9992673484173232,0.99622501218768,0.9991478926557947,0.9992673484173232,0.9953517934159396,,0.9975915890205939,0.9845967697948192,0.9820872196420831,0.9939602898939159,0.9802484816166899,0.9993121863693254
Scaler:minmax,0.8525367948059307,0.7849496226166263,0.8465848988148498,0.9970344955860424,0.9998557936042288,0.9464706757961641,0.976589348348691,0.9696001440079126,0.9673409821491172,0.7156634912853118,0.9997892041563105,0.999549866250879,0.9988791052030151,0.9982145878360971,0.99965869666142,0.9986505404451163,0.9999029147327927,,0.9995707533822819,0.9996705605932107,0.999269124929773,0.9994926652655005,0.999457880549755,0.999269124929773,0.9877082236773588,0.9975915890205939,,0.9701976915038696,0.967206308473818,0.9842731524439863,0.9642448896124847,0.999445921557976
ImblName:ADASYN,,,0.6924399784524627,0.9527092466185573,0.9682198976560028,0.8533499387425127,0.9188699274448117,0.997134909983278,0.9862694847912066,0.5314099826564158,0.9676140379473436,0.9691103953356777,0.9774043440775495,0.9814245376482508,0.9665946789821976,0.9566359409656017,0.9733813052032257,0.9764193390849656,0.9758511092340273,0.9746353812824498,0.977516562837857,0.9660954461958876,0.9766850197854361,0.977516562837857,,0.9845967697948192,0.9701976915038696,,,0.9968897859165139,0.999717413491346,0.9775048382149976
ImblName:RandomUnderSampler,,,0.6852624633432524,0.9476973793379908,0.96556970406467,0.8536859443261232,0.9205739329502614,0.9943823591073839,0.9801589368319485,0.5288033695598132,0.9639806544804539,0.9670597056474748,0.9757833526288872,0.9795400946175666,0.9638688290209055,0.953531846405736,0.9705905346392891,0.9738327402735715,0.9735280196827654,0.97233613843754,0.9742352002985026,0.9620543990884102,0.9734875473458385,0.9742352002985026,,0.9820872196420831,0.967206308473818,,,0.9954921753839112,0.9992581287487474,0.9745899190061125
Model:random_forest,0.7490493487773079,0.6672263153151616,0.7413363892253491,,0.983059097073568,0.8854723251542391,0.9409231409680772,,0.9862181873441915,,0.9822302612943856,0.9831919634412849,0.9891944599212152,,,0.9742489375657647,0.9866004322960655,0.9887666797667922,0.9883990574527038,0.9874869508593593,0.9894571906943102,0.9813264891020946,0.9889650914572486,0.9894571906943102,0.9981132033036141,0.9939602898939159,0.9842731524439863,0.9968897859165139,0.9954921753839112,,0.9949863496404264,0.9892705696184374
Prob_Threshold:0.35,0.6836716551216787,0.5957712045250799,,0.9455831508162159,0.9620520657109288,0.8409743907833435,0.9097126059543434,0.9968784308338129,0.9855747388319652,0.511170632418357,0.9615033678092039,0.962986738031847,0.972115946360897,0.976635677671364,0.9603004389690954,0.9495020197640076,0.9677289162055263,0.9710729854622561,0.9704215379728043,0.9690733512554639,0.9723907260719804,0.9599154594031644,0.9714496863369592,0.9723907260719804,0.9916494009024721,0.9802484816166899,0.9642448896124847,0.999717413491346,0.9992581287487474,0.9949863496404264,,0.972315584274596
Split_Ratio:0.1,0.835222585357286,0.7656055570942317,0.8287702612609777,0.9948924135784504,,0.9359068515678445,0.9708653240092843,0.9771707485323247,0.974386519134414,0.6921256619704261,0.9990563065360514,0.9986960920869866,0.999183628080202,0.9992109741439312,0.9985310679719602,0.9963692480418318,0.9997645421885477,0.9998894270273949,0.9997123895738572,0.999624454978472,0.9999183648512983,0.9986599314200634,0.9999389560121742,0.9999183648512983,0.9916113202565655,0.9993121863693254,0.999445921557976,0.9775048382149976,0.9745899190061125,0.9892705696184374,0.972315584274596,
