Part,MeanImportance,StdImportance,Rank
Model,0.6251476862301916,0.027692314525935804,1
FS_Method,0.06446549831309563,0.00560322658190616,2
Scaler,0.04814053519741795,0.0047258813484449295,3
Norm_Order,0.00433247873454914,0.00031865659715920496,4
AugName,0.0,0.0,5
FeatureNum,0.0,0.0,5
ImblName,0.0,0.0,5
Prob_Threshold,0.0,0.0,5
Split_Ratio,0.0,0.0,5
