Metric,FS_Method:infgain,Prob_Threshold:0.35,FeatureNum:7.0,Scaler:minmax,Norm_Order:first,Norm_Order:last,AugName:noAug,ImblName:noImbl,Split_Ratio:0.2,FeatureNum:5.0
Accuracy,0.7539569805194805,0.7485269360269361,0.750879329004329,0.7548100048100048,0.7522546897546897,0.7521945646945647,0.7522246272246272,0.7522246272246272,0.7522246272246272,0.756628787878788
Macro_F1,0.7270885960964576,0.7322310003663829,0.7262202796898624,0.7267913822845045,0.7270140275466085,0.7269121096673188,0.7269630686069637,0.7269630686069637,0.7269630686069637,0.7320120367808954
Macro_Precision,0.7383727757685287,0.7317888818366255,0.7347346123594756,0.7382928008416267,0.7357012633310117,0.7356214447246229,0.7356613540278173,0.7356613540278173,0.7356613540278173,0.7397967828919487
Macro_Recall,0.7284008487654322,0.7436008230452674,0.7295582561728394,0.7269847393689987,0.7295524691358025,0.7294272976680384,0.7294898834019204,0.7294898834019204,0.7294898834019204,0.7343846450617284
Weighted_F1,0.751842258462816,0.7514423001903786,0.7499459092758761,0.7522023623672461,0.7510236171603647,0.7509464325955449,0.7509850248779548,0.7509850248779548,0.7509850248779548,0.7555689916021265
Weighted_Precision,0.760461498276407,0.7643043834129123,0.7591993703839098,0.7594842881927186,0.7594720039191254,0.7593767977859742,0.7594244008525498,0.7594244008525498,0.7594244008525498,0.763353431274779
