Metric,FS_Method:infgain,Prob_Threshold:0.35,FeatureNum:7.0,Scaler:minmax,Norm_Order:first,Norm_Order:last,AugName:noAug,ImblName:noImbl,Split_Ratio:0.2,FeatureNum:5.0
Accuracy,0.03953673379092237,0.03717565408861015,0.03830757292987105,0.037251009665131694,0.03739413961192234,0.03738724323180343,0.03734730184619735,0.03734730184619735,0.03734730184619735,0.03580246575828188
Macro_F1,0.041511933314676557,0.041275220670138446,0.04003776081386326,0.03989879918576131,0.03918725256059722,0.03921966865031916,0.039157991123518913,0.039157991123518913,0.039157991123518913,0.03773784518262841
Macro_Precision,0.046786099554040395,0.04083050143886034,0.04495033250346068,0.04405085516879096,0.043637177258268586,0.0436469795235848,0.04359143871485268,0.04359143871485268,0.04359143871485268,0.04216162065545356
Macro_Recall,0.04399752772441279,0.04469603162629347,0.04344386504445111,0.04254313829889203,0.04193404782042933,0.04194800443914436,0.041892389830598065,0.041892389830598065,0.041892389830598065,0.040571912238159785
Weighted_F1,0.03805890560471853,0.037252264273342904,0.03669029432655131,0.03617260125519611,0.035962597881093884,0.03597534749580082,0.035927242449878084,0.035927242449878084,0.035927242449878084,0.03453786362283679
Weighted_Precision,0.04059405378712935,0.03987091645380348,0.03969573910342884,0.03844645684455322,0.03843566696001324,0.03844967504113566,0.03839807824917065,0.03839807824917065,0.03839807824917065,0.037518720980273
