Recall,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
1.0,2026-02-20 22:11:40,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMeanInfgain/gaussian_noise__SMOTE__minmax/GradientBoosting,1,0.3571428571428571,0.2707705553164012,0.1958059159953262,0.3529411764705882,0.5217391304347826,54.0,54,0,99,1,last,0.2,0.35,1771586390261_bd95089d17715967000574811,2026,5,biMeanInfgain,minmax,gaussian_noise,SMOTE,GradientBoosting
1.0,2026-02-23 02:57:35,20260222-075415,log/pimaindians_diabetes/20260222-075415/8/noSelect/minmax__gaussian_noise__ADASYN/LogisticRegression,1,0.5194805194805194,0.503052503052503,0.4760636189207617,0.421875,0.5934065934065934,27.0,27,0,37,13,first,0.1,0.35,1771718062421_c4b64e6c17717866551756854,5012,8,noSelect,minmax,gaussian_noise,ADASYN,LogisticRegression
1.0,2026-02-23 02:56:57,20260222-075415,log/pimaindians_diabetes/20260222-075415/8/noSelect/minmax__gaussian_noise__ADASYN/LogisticRegression,1,0.4545454545454545,0.4191810344827586,0.376371473354232,0.391304347826087,0.5625,27.0,27,0,42,8,first,0.1,0.35,1771718062421_c4b64e6c17717866173742842,23,8,noSelect,minmax,gaussian_noise,ADASYN,LogisticRegression
1.0,2026-02-20 21:46:15,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMaxInfgain/standard__gaussian_noise__SMOTE/LogisticRegression,1,0.4935064935064935,0.4706504494976203,0.437794886234865,0.4090909090909091,0.5806451612903226,27.0,27,0,39,11,first,0.1,0.35,1771586390261_bd95089d17715951758528034,7,5,biMaxInfgain,standard,gaussian_noise,SMOTE,LogisticRegression
1.0,2026-02-20 21:46:16,20260220-191939,log/pimaindians_diabetes/20260220-191939/5/biMaxInfgain/standard__gaussian_noise__SMOTE/GradientBoosting,1,0.4155844155844156,0.3636363636363636,0.3093270365997639,0.375,0.5454545454545454,27.0,27,0,45,5,first,0.1,0.35,1771586390261_bd95089d17715951768213717,7,5,biMaxInfgain,standard,gaussian_noise,SMOTE,GradientBoosting
