Split_Ratio,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Prob_Threshold,Model_RunID
0.1,2026-01-30 17:11:10,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMaxInfgain/noAUG__noIMB__MinMax/sklearn_SVM,0,0.7662337662337663,0.7474489795918368,0.7680227935329976,0.8333333333333334,0.8,0.8163265306122449,50.0,40,10,8,19,False,0.35,1769764270122_202fd60e17697642702027646
0.1,2026-01-30 18:58:12,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__MinMax/DTmodel,1,0.5974025974025974,0.5971308016877637,0.6002564524083511,0.4583333333333333,0.8148148148148148,0.5866666666666667,27.0,22,5,26,24,False,0.5,1769764270122_202fd60e17697706925833383
0.1,2026-01-30 18:58:12,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__MinMax/DTmodel,0,0.5974025974025974,0.5971308016877637,0.6002564524083511,0.8275862068965517,0.48,0.6075949367088608,50.0,24,26,5,22,False,0.5,1769764270122_202fd60e17697706925833383
0.1,2026-01-30 18:58:12,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__MinMax/XGBmodel,1,0.4025974025974026,0.3440740740740741,0.2855507455507456,0.3698630136986301,1.0,0.54,27.0,27,0,46,4,False,0.5,1769764270122_202fd60e17697706922931511
0.1,2026-01-30 18:58:12,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__MinMax/XGBmodel,0,0.4025974025974026,0.3440740740740741,0.2855507455507456,1.0,0.08,0.1481481481481481,50.0,4,46,0,27,False,0.5,1769764270122_202fd60e17697706922931511
