Prob_Threshold,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Model_RunID
0.5,2026-01-30 21:21:33,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/8/noSelect/Standard__mixup__TomekLinks/GradientBoosting,1,0.7272727272727273,0.6857142857142857,0.7198515769944341,0.6363636363636364,0.5185185185185185,0.5714285714285714,54.0,28,26,16,84,True,0.2,1769764270122_202fd60e17697792931167200
0.5,2026-01-30 19:08:16,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/gaussian_noise__SMOTE__MinMax/LogisticRegression,0,0.7142857142857143,0.7059027777777778,0.720734126984127,0.85,0.68,0.7555555555555555,100.0,68,32,12,42,False,0.2,1769764270122_202fd60e17697712966123332
0.5,2026-01-30 19:08:17,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/gaussian_noise__SMOTE__MinMax/GradientBoosting,0,0.5,0.4885927459352223,0.4657782378056669,0.8709677419354839,0.27,0.4122137404580153,100.0,27,73,4,50,False,0.2,1769764270122_202fd60e17697712972436072
0.5,2026-01-30 19:08:17,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMeanInfgain/gaussian_noise__SMOTE__MinMax/GradientBoosting,1,0.5,0.4885927459352223,0.4657782378056669,0.4065040650406504,0.925925925925926,0.5649717514124294,54.0,50,4,73,27,False,0.2,1769764270122_202fd60e17697712972436072
0.5,2026-01-30 17:47:57,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/5/infgain/MinMax__gaussian_noise__TomekLinks/GradientBoosting,1,0.6818181818181818,0.542417075980838,0.6178576744339888,0.6666666666666666,0.1851851851851851,0.2898550724637681,54.0,10,44,5,95,True,0.2,1769764270122_202fd60e17697664771250761
