Metric,Split_Ratio:0.1,FeatureNum:6.0,FeatureNum:7.0,FS_Method:biMaxInfgain,Scaler:standard,FS_Method:noSelect,FeatureNum:8.0,Prob_Threshold:0.35,Norm_Order:first,Norm_Order:last
Accuracy,0.777958152958153,0.7634943181818182,0.7637987012987013,0.7676373106060606,0.7699314574314575,0.7709009740259741,0.7709009740259741,0.7600559163059164,0.7650462962962963,0.7650613275613275
Macro_F1,0.760403143101304,0.7410959629528917,0.7425100331084367,0.7465299840820337,0.7493153179234704,0.7501952087814732,0.7501952087814732,0.746205587947508,0.7436218294009942,0.7436524672978035
Macro_Precision,0.7643374023567827,0.7472312740458267,0.748967190306315,0.7511161144912379,0.7540067447936999,0.7591081087873408,0.7591081087873408,0.7466248844587424,0.7499743380515906,0.7499575340047007
Macro_Recall,0.7690234910836763,0.7462596450617284,0.7483796296296297,0.7518455825617284,0.7545018861454047,0.7573533950617284,0.7573533950617284,0.761568501371742,0.7492121056241428,0.7492236796982168
Weighted_F1,0.7789651061759767,0.7630256544189269,0.7637842369959112,0.7677083204624608,0.7701356711160814,0.7705847256993241,0.7705847256993241,0.7632376367094983,0.764921261014077,0.7649469761889975
Weighted_Precision,0.7914032106250318,0.7725656092437525,0.7747072687742236,0.7765671265096676,0.7790598351508569,0.7846702161770542,0.7846702161770542,0.7809507342097286,0.7753940275636177,0.7753748996405982
