Metric,Split_Ratio:0.1,FeatureNum:6.0,FeatureNum:7.0,FS_Method:biMaxInfgain,Scaler:standard,FS_Method:noSelect,FeatureNum:8.0,Prob_Threshold:0.35,Norm_Order:first,Norm_Order:last
Accuracy,0.05717625540758689,0.05212798639208591,0.05228480974057418,0.05066819241591402,0.04996078004232976,0.04872706654835001,0.04872706654835001,0.04957752661893783,0.049988809928328215,0.0500018848625521
Macro_F1,0.06116172792964402,0.05823701341748112,0.05612067495223336,0.05568918212598902,0.053888303188506084,0.052360128220026426,0.052360128220026426,0.05433721926541524,0.05406122521500505,0.05404047445586647
Macro_Precision,0.06098798393459278,0.05794799099069143,0.05744737117351845,0.05596718988855772,0.05505098877445776,0.053782258905997506,0.053782258905997506,0.05287268418618873,0.054954610890292806,0.05494504883956581
Macro_Recall,0.06346057436386421,0.06175276235366424,0.06001978585326419,0.059413304396395854,0.05682666784800268,0.057183319899248436,0.057183319899248436,0.058646437348742204,0.05736170483727485,0.05731573612311807
Weighted_F1,0.05656058231612826,0.052421499407959,0.051446646605817714,0.05048477889032352,0.04933986849059036,0.04799139743717378,0.04799139743717378,0.04961470039939177,0.04943338751897032,0.04943295074269278
Weighted_Precision,0.05707626406465664,0.05455909627391204,0.053939519227281074,0.052885650430722325,0.0510355563897066,0.05110348251546275,0.05110348251546275,0.05241037837660452,0.051244347152253136,0.0512288343202745
