Metric,AugMethod:noAUG,AugMethod:mixup,Model:sklearn_SVM,Model:GradientBoosting,Split_Ratio:0.1,ImblMethod:TomekLinks,Model:LogisticRegression,Model:XGBmodel,Prob_Threshold:0.5,ImblMethod:noIMB
Accuracy,0.727259546009546,0.7278183621933623,0.7229971417471417,0.6968566156066157,0.6999421874421875,0.7188719844969844,0.6952471139971139,0.691896298146298,0.706543919043919,0.7164403883153884
Macro_F1,0.7131153504984639,0.7119342191301554,0.7028060781202161,0.6761081158077223,0.6799494269044716,0.6864855662296475,0.6769093850655448,0.6707573221685629,0.6789395337556037,0.6785647065974314
Macro_Precision,0.7227113090922208,0.7194250457253916,0.7284654143469039,0.7156552626908695,0.7101923243585965,0.6998962210271713,0.7100734802051742,0.7094926333426449,0.696118906872969,0.6955015836315536
Macro_Recall,0.7337778668091168,0.7296515214466602,0.7273289015511237,0.7129315843621399,0.7099777883296402,0.6939026887464388,0.7075995568217791,0.7064874169040836,0.693062381291548,0.6832285731244064
Weighted_F1,0.7301137729932006,0.730412950506809,0.7204574225931069,0.6882076381769666,0.6950031437571932,0.71471760193335,0.6913743203223589,0.6831910121943259,0.7032118185245961,0.709847581036135
Weighted_Precision,0.7617800631448757,0.7567521073757685,0.766118586435748,0.757186586529441,0.7503442277591477,0.7281198526676517,0.7519770333033733,0.7504728172722607,0.7282523513492032,0.7210942872234316
