Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Random_State,Scaler,Split_Ratio
Accuracy,0.35446650223716286,0.039639480037590775,0.0,0.1684443891483466,0.19008438198705474,0.025422894865703448,0.0,0.0,0.03141094211987684,0.0
Macro_F1,0.4053392983709034,0.03862053639270844,0.0,0.15818388912976195,0.19171567098222744,0.025620982828155253,0.0,0.0,0.029475329983745163,0.0
Macro_Precision,0.2738943023394181,0.05498180283032943,0.0,0.07455385291921743,0.37794953148896837,0.02818325231378418,0.0,0.0,0.027813761570113227,0.0
Macro_Recall,0.393601516098669,0.04635535468859174,0.0,0.10220215960395701,0.2489130472363467,0.024535430920671446,0.0,0.0,0.028483761127160785,0.0
Weighted_F1,0.36336466101619974,0.03806790046818198,0.0,0.18664208902390464,0.17177605041977473,0.0245437790470674,0.0,0.0,0.03418286570966289,0.0
Weighted_Precision,0.2672454509370541,0.057302662362830735,0.0,0.08708600263679983,0.3613361791739092,0.02997088719414423,0.0,0.0,0.03199329262065714,0.0
