Part,MeanImportance,StdImportance,Rank
AugName,0.34298528849990123,0.0591730504521046,1
Model,0.2569624768813802,0.09119548556865517,2
ImblName,0.12951873041033127,0.04726065068622929,3
FS_Method,0.045827956130038844,0.008558066852658206,4
Scaler,0.03055999218853601,0.0024055223379853986,5
Norm_Order,0.026379537861587657,0.002209637447567418,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
