Metric,FeatureNum:5.0,Split_Ratio:0.1,Scaler:standard,FS_Method:noSelect,FeatureNum:8.0,Norm_Order:last,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:first
Accuracy,0.7417478354978355,0.7573953823953824,0.7396885521885522,0.7288961038961039,0.7288961038961039,0.738035113035113,0.737974987974988,0.737974987974988,0.737974987974988,0.737914862914863
Macro_F1,0.7086511489805795,0.7212711480317032,0.7065170715973125,0.6946363874461093,0.6946363874461093,0.703542798114713,0.7034941704833785,0.7034941704833785,0.7034941704833785,0.703445542852044
Macro_Precision,0.7207915844650178,0.7392601405425457,0.7172649690601941,0.7073389050213145,0.7073389050213145,0.7164302963011724,0.7163004145081798,0.7163004145081798,0.7163004145081798,0.7161705327151872
Macro_Recall,0.7037596450617284,0.7142061042524005,0.7023268175582991,0.6902700617283951,0.6902700617283951,0.6987071330589849,0.6986706961591221,0.6986706961591221,0.6986706961591221,0.6986342592592593
Weighted_F1,0.7377121462565362,0.7510580546060416,0.735734978245896,0.724766623935296,0.724766623935296,0.733452244214646,0.7334027579844753,0.7334027579844753,0.7334027579844753,0.7333532717543045
Weighted_Precision,0.7396642411988604,0.7536979345865786,0.7372167135149789,0.7275727786200812,0.7275727786200812,0.7355281427496227,0.7354352396113488,0.7354352396113488,0.7354352396113488,0.735342336473075
