Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
2026-05-28 06:41:04,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0,0.6363636363636364,0.6256944444444444,0.6445707070707071,0.775,0.62,0.6888888888888889,50.0,31,19,9,18,first,0.1,0.35,1779921664013_78b674fd17799216641164688,23,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-28 06:41:04,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,1,0.6363636363636364,0.6256944444444444,0.6445707070707071,0.4864864864864865,0.6666666666666666,0.5625,27.0,18,9,19,31,first,0.1,0.35,1779921664013_78b674fd17799216641164688,23,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-28 06:41:04,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,0,0.5844155844155844,0.5809523809523809,0.5923314780457637,0.7647058823529411,0.52,0.6190476190476191,50.0,26,24,8,19,first,0.1,0.35,1779921664013_78b674fd17799216648899088,23,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-28 06:41:04,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,1,0.5844155844155844,0.5809523809523809,0.5923314780457637,0.4418604651162791,0.7037037037037037,0.5428571428571428,27.0,19,8,24,26,first,0.1,0.35,1779921664013_78b674fd17799216648899088,23,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,0,0.6493506493506493,0.6290811775200713,0.6549810581924765,0.7555555555555555,0.68,0.7157894736842105,50.0,34,16,11,16,first,0.1,0.35,1779921664013_78b674fd17799216650543510,23,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,1,0.6493506493506493,0.6290811775200713,0.6549810581924765,0.5,0.5925925925925926,0.5423728813559322,27.0,16,11,16,34,first,0.1,0.35,1779921664013_78b674fd17799216650543510,23,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/DTmodel,0,0.7012987012987013,0.6796889130041599,0.7045401695428825,0.7872340425531915,0.74,0.7628865979381443,50.0,37,13,10,17,first,0.1,0.35,1779921664013_78b674fd17799216651773066,23,4,biMaxInfgain,minmax,noAug,noImbl,DTmodel
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/DTmodel,1,0.7012987012987013,0.6796889130041599,0.7045401695428825,0.5666666666666667,0.6296296296296297,0.5964912280701754,27.0,17,10,13,37,first,0.1,0.35,1779921664013_78b674fd17799216651773066,23,4,biMaxInfgain,minmax,noAug,noImbl,DTmodel
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/LogisticRegression,0,0.6363636363636364,0.6333333333333333,0.6432900432900432,0.8235294117647058,0.56,0.6666666666666666,50.0,28,22,6,21,first,0.1,0.35,1779921664013_78b674fd17799216653019941,23,4,biMaxInfgain,minmax,noAug,noImbl,LogisticRegression
2026-05-28 06:41:05,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/LogisticRegression,1,0.6363636363636364,0.6333333333333333,0.6432900432900432,0.4883720930232558,0.7777777777777778,0.6,27.0,21,6,22,28,first,0.1,0.35,1779921664013_78b674fd17799216653019941,23,4,biMaxInfgain,minmax,noAug,noImbl,LogisticRegression
