Metric,Mean,Std
Accuracy,0.6844426406926407,0.09711057614477933
Macro_Precision,0.7008793351731907,0.0620519325282923
Macro_Recall,0.7018129154795821,0.06920424094949276
Macro_F1,0.6685761537886641,0.09969815938668655
Weighted_Precision,0.7421412404720852,0.05934123798204687
Weighted_Recall,0.6844426406926407,0.09711057614477933
Weighted_F1,0.6799901291023306,0.11431334584758351
Micro_Precision,0.6844426406926407,0.09711057614477933
Micro_Recall,0.6844426406926407,0.09711057614477933
Micro_F1,0.6844426406926407,0.09711057614477932
Integrated_Score,0.6905453478231911,0.08660399864605178
