Metric,Mean,Std
Accuracy,0.6464958652458652,0.07979222773510027
Macro_Precision,0.6621971825680945,0.05964872185008825
Macro_Recall,0.6671597024374802,0.06628051444566593
Macro_F1,0.6337396518095308,0.08228927193604255
Weighted_Precision,0.708355089583797,0.06255338077333696
Weighted_Recall,0.6464958652458652,0.07979222773510027
Weighted_F1,0.6459850226701652,0.09297138281812221
Micro_Precision,0.6464958652458652,0.07979222773510027
Micro_Recall,0.6464958652458652,0.07979222773510027
Micro_F1,0.6464958652458652,0.07979222773510025
Integrated_Score,0.6543282447292376,0.07299439426647195
