Metric,Mean,Std
Accuracy,0.6745840964590963,0.05711331592563151
Macro_Precision,0.6593246593052053,0.05561546879805334
Macro_Recall,0.6597555100506489,0.0612593844054354
Macro_F1,0.6478725283444888,0.06112039440713195
Weighted_Precision,0.694709513923604,0.05376082912853369
Weighted_Recall,0.6745840964590963,0.05711331592563151
Weighted_F1,0.6738822908970974,0.058828279552603266
Micro_Precision,0.6745840964590963,0.05711331592563151
Micro_Recall,0.6745840964590963,0.05711331592563151
Micro_F1,0.6745840964590963,0.05711331592563151
Integrated_Score,0.6694758297978222,0.055764981124104746
