Accuracy,Timestamp,RunID,LogDir,Norm_Order,Model_RunID,Split_Ratio,Prob_Threshold,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.8701298701298701,2026-05-28 06:41:38,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,first,1779921664013_78b674fd17799216986012538,0.1,0.5,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel,0.8623076923076922,0.8488888888888889,0.8548265460030167,0.868971028971029,0.8701298701298701,0.868905604199722,0.8701298701298701,0.8701298701298701,0.8701298701298701,0.8646285315991197
0.8701298701298701,2026-05-28 06:43:38,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,first,1779921664013_78b674fd17799218189375234,0.1,0.35,126,5,biMaxInfgain,standard,noAug,noImbl,XGBmodel,0.8560606060606061,0.882962962962963,0.8634751773049645,0.885478158205431,0.8701298701298701,0.8724785852445426,0.8701298701298701,0.8701298701298701,0.8701298701298701,0.8708951851572739
0.8701298701298701,2026-05-28 06:43:53,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,last,1779921664013_78b674fd17799218333257669,0.1,0.35,126,5,biMaxInfgain,standard,noAug,noImbl,XGBmodel,0.8560606060606061,0.882962962962963,0.8634751773049645,0.885478158205431,0.8701298701298701,0.8724785852445426,0.8701298701298701,0.8701298701298701,0.8701298701298701,0.8708951851572739
0.8701298701298701,2026-05-28 06:41:53,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,last,1779921664013_78b674fd17799217133243589,0.1,0.5,126,4,biMaxInfgain,standard,noAug,noImbl,XGBmodel,0.8623076923076922,0.8488888888888889,0.8548265460030167,0.868971028971029,0.8701298701298701,0.868905604199722,0.8701298701298701,0.8701298701298701,0.8701298701298701,0.8646285315991197
0.8571428571428571,2026-05-28 06:41:23,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/noAug__noImbl__minmax/sklearn_SVM,last,1779921664013_78b674fd17799216834921671,0.1,0.5,126,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM,0.8450226244343891,0.8388888888888889,0.8417709695497853,0.8561732385261795,0.8571428571428571,0.8565023618264791,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.851606617748528
