FeatureNum,Timestamp,RunID,LogDir,Norm_Order,Model_RunID,Split_Ratio,Prob_Threshold,Random_State,FS_Method,Scaler,AugName,ImblName,Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
4,2026-05-28 06:41:04,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,first,1779921664013_78b674fd17799216641164688,0.1,0.35,23,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM,0.6363636363636364,0.6307432432432433,0.6433333333333333,0.6256944444444444,0.6738329238329238,0.6363636363636364,0.6445707070707071,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6398761773136772
4,2026-05-28 06:42:22,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/infgain/noAug__noImbl__minmax/XGBmodel,last,1779921664013_78b674fd17799217425103071,0.1,0.5,23,infgain,minmax,noAug,noImbl,XGBmodel,0.7402597402597403,0.7172619047619048,0.6892592592592592,0.6973270440251573,0.7323747680890539,0.7402597402597403,0.7313771134525852,0.7402597402597403,0.7402597402597403,0.7402597402597403,0.7242991129365791
4,2026-05-28 06:42:22,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/infgain/noAug__noImbl__minmax/DTmodel,last,1779921664013_78b674fd17799217426603698,0.1,0.5,23,infgain,minmax,noAug,noImbl,DTmodel,0.6233766233766234,0.6214574898785425,0.6333333333333333,0.6140017286084702,0.6655975603344024,0.6233766233766234,0.6319702769140972,0.6233766233766234,0.6233766233766234,0.6233766233766234,0.6282852885336623
4,2026-05-28 06:42:22,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/infgain/noAug__noImbl__minmax/LogisticRegression,last,1779921664013_78b674fd17799217428131640,0.1,0.5,23,infgain,minmax,noAug,noImbl,LogisticRegression,0.7792207792207793,0.7636363636363637,0.7362962962962962,0.745578231292517,0.7744982290436836,0.7792207792207793,0.7732131813764467,0.7792207792207793,0.7792207792207793,0.7792207792207793,0.7669501124862905
4,2026-05-28 06:42:23,20260528-064025,log/pimaindians_diabetes_v2/20260528-064025/4/infgain/noAug__noImbl__minmax/GradientBoosting,last,1779921664013_78b674fd17799217430850052,0.1,0.5,23,infgain,minmax,noAug,noImbl,GradientBoosting,0.6883116883116883,0.655,0.6492592592592592,0.6515837104072397,0.6833766233766234,0.6883116883116883,0.6853734500793325,0.6883116883116883,0.6883116883116883,0.6883116883116883,0.6746318376612492
