Cluster,Part
3,AugName:noAug
3,FS_Method:infgain
3,FeatureNum:6.0
3,ImblName:noImbl
3,Norm_Order:first
3,Norm_Order:last
3,Prob_Threshold:0.5
4,FS_Method:biMaxInfgain
1,FS_Method:noSelect
1,FeatureNum:8.0
1,Scaler:minmax
6,FeatureNum:4.0
6,Scaler:standard
6,Split_Ratio:0.1
5,FeatureNum:5.0
5,Model:GradientBoosting
5,Model:random_forest
2,FeatureNum:7.0
2,Split_Ratio:0.2
10,Model:DTmodel
9,Model:LogisticRegression
7,Model:XGBmodel
8,Model:sklearn_SVM
