Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
3,M_P,0.8258,log/pimaindians_diabetes/7/biMaxInfgain/standard__gaussian_noise__noImbl/LogisticRegression,0.1,0.5,2026
3,M_R,0.8059,log/pimaindians_diabetes/7/infgain/mixup__SMOTE__standard/random_forest,0.1,0.5,2026
3,M_F1,0.7840,log/pimaindians_diabetes/7/infgain/mixup__SMOTE__standard/random_forest,0.1,0.5,2026
3,m_P,0.7922,log/pimaindians_diabetes/4/biMaxInfgain/mixup__TomekLinks__standard/DTmodel,0.1,0.35,2026
3,m_R,0.7922,log/pimaindians_diabetes/4/biMaxInfgain/mixup__TomekLinks__standard/DTmodel,0.1,0.35,2026
3,m_F1,0.7922,log/pimaindians_diabetes/4/biMaxInfgain/mixup__TomekLinks__standard/DTmodel,0.1,0.35,2026
3,W_P,0.8317,log/pimaindians_diabetes/6/biMaxInfgain/mixup__ADASYN__standard/GradientBoosting,0.1,0.35,2026
3,W_R,0.7922,log/pimaindians_diabetes/4/biMaxInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
3,W_F1,0.7966,log/pimaindians_diabetes/4/biMaxInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
3,Acc,0.7922,log/pimaindians_diabetes/4/biMaxInfgain/mixup__TomekLinks__standard/DTmodel,0.1,0.35,2026
4,M_P,0.8258,log/pimaindians_diabetes/4/infgain/gaussian_noise__TomekLinks__standard/sklearn_SVM,0.1,0.5,2026
4,M_R,0.8059,log/pimaindians_diabetes/4/biMaxInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
4,M_F1,0.7840,log/pimaindians_diabetes/4/biMeanInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
4,m_P,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/minmax__mixup__TomekLinks/sklearn_SVM,0.1,0.35,2026
4,m_R,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/minmax__mixup__TomekLinks/sklearn_SVM,0.1,0.35,2026
4,m_F1,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/minmax__mixup__TomekLinks/sklearn_SVM,0.1,0.35,2026
4,W_P,0.8317,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__standard/XGBmodel,0.1,0.35,2026
4,W_R,0.7922,log/pimaindians_diabetes/7/infgain/mixup__SMOTE__standard/random_forest,0.1,0.5,2026
4,W_F1,0.7966,log/pimaindians_diabetes/7/infgain/mixup__SMOTE__standard/random_forest,0.1,0.5,2026
4,Acc,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/minmax__mixup__TomekLinks/sklearn_SVM,0.1,0.35,2026
5,M_P,0.8157,log/pimaindians_diabetes/5/infgain/standard__gaussian_noise__noImbl/XGBmodel,0.1,0.5,2026
5,M_R,0.8044,log/pimaindians_diabetes/6/biMaxInfgain/gaussian_noise__SMOTE__standard/sklearn_SVM,0.1,0.5,2026
5,M_F1,0.7787,log/pimaindians_diabetes/4/biMaxInfgain/standard__mixup__SMOTE/XGBmodel,0.1,0.5,2026
5,m_P,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
5,m_R,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
5,m_F1,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
5,W_P,0.8271,log/pimaindians_diabetes/6/biMeanInfgain/mixup__SMOTE__standard/GradientBoosting,0.1,0.5,2026
5,W_R,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/minmax__mixup__TomekLinks/sklearn_SVM,0.1,0.35,2026
5,W_F1,0.7950,log/pimaindians_diabetes/4/biMaxInfgain/standard__mixup__SMOTE/XGBmodel,0.1,0.5,2026
5,Acc,0.7922,log/pimaindians_diabetes/4/biMeanInfgain/noAug__TomekLinks__minmax/sklearn_SVM,0.1,0.35,2026
