Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
sklearn_SVM,0.6546536707079771,0.3779644730092273,0.8636363636363635,0.5081193288818453,0.8205128205128206,0.6546536707079771,1.153846153846154,0.6546536707079771,0.6546536707079771,0.4364357804719847,0.7315767476310541,0.6827914864383053
LogisticRegression,0.8670400571295656,0.7559289460184546,1.0,0.5547001962252293,0.6666666666666667,0.8670400571295656,1.0,0.8670400571295656,0.8670400571295656,0.8987860888755973,0.7559289460184546,0.8272882793020603
random_forest,0.9589586309767331,1.0702721653169196,0.6148308837104011,0.969657790420307,1.0512820512820513,0.9589586309767331,0.7692307692307692,0.9589586309767331,0.9589586309767331,0.9682178902359924,1.0702721653169196,0.9408725672200265
XGBmodel,0.9477206395599961,0.7625798576246119,0.7727272727272727,0.78546942699446,1.3434555652266584,0.9477206395599961,1.2307692307692308,0.9477206395599961,0.9477206395599961,0.8650072090434133,0.9623459784002849,0.9557488271841742
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GradientBoosting,1.4444444444444444,1.4615384615384615,0.992296909775088,1.3846153846153846,1.5384615384615383,1.4444444444444444,1.3846153846153846,1.4444444444444444,1.4444444444444444,1.4642857142857144,1.4615384615384615,1.405920875691619
