Model,nrrs
sklearn_SVM,0.4364357804719847
XGBmodel,0.8650072090434133
LogisticRegression,0.8987860888755973
random_forest,0.9682178902359924
DTmodel,1.0
GradientBoosting,1.4642857142857144
