Model,nrrs
sklearn_SVM,0.7315767476310541
LogisticRegression,0.7559289460184546
XGBmodel,0.9623459784002849
DTmodel,1.0
random_forest,1.0702721653169196
GradientBoosting,1.4615384615384615
