Model,nrrs
sklearn_SVM,0.6546536707079771
LogisticRegression,0.8670400571295656
XGBmodel,0.9477206395599961
random_forest,0.9589586309767331
DTmodel,1.0
GradientBoosting,1.4444444444444444
