Metric,Mean,Std
Accuracy,0.7185488122988123,0.05682639380737551
Macro_Precision,0.6997697199747196,0.06200274655516831
Macro_Recall,0.6936060660018992,0.07276126345621695
Macro_F1,0.6861962516873582,0.07106613901287148
Weighted_Precision,0.7279539188967579,0.059740662692111264
Weighted_Recall,0.7185488122988123,0.05682639380737551
Weighted_F1,0.7144130426673854,0.06097179075783327
Micro_Precision,0.7185488122988123,0.05682639380737551
Micro_Recall,0.7185488122988123,0.05682639380737551
Micro_F1,0.7185488122988123,0.0568263938073755
Integrated_Score,0.709643889560074,0.060481847095609845
