Model,nrrs
LogisticRegression,0.5547001962252293
random_forest,0.6619654827279993
DTmodel,1.0
XGBmodel,1.1953378472438043
sklearn_SVM,1.1953378472438043
GradientBoosting,1.2307692307692308
