Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
LogisticRegression,0.27735009811261463,0.27735009811261463,0.5547001962252293,0.5773502691896258,0.27735009811261463,0.27735009811261463,0.2886751345948129,0.27735009811261463,0.27735009811261463,0.27735009811261463,0.2886751345948129,0.3318955837629804
random_forest,0.5714285714285715,0.5714285714285715,0.6619654827279993,0.5384615384615384,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5766621967315163
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GradientBoosting,1.054700196225229,1.054700196225229,1.2307692307692308,1.1737177114767463,1.054700196225229,1.054700196225229,1.0773502691896257,1.054700196225229,1.054700196225229,1.054700196225229,1.0773502691896257,1.0856444412910753
XGBmodel,1.1623708142767712,1.1623708142767712,1.1953378472438043,1.148378000441358,1.1623708142767712,1.1623708142767712,1.2231682609272958,1.1623708142767712,1.1623708142767712,1.1623708142767712,1.2231682609272958,1.175149824497923
sklearn_SVM,1.2857142857142856,1.2857142857142856,1.1953378472438043,1.3076923076923077,1.2857142857142856,1.2857142857142856,1.3571428571428572,1.2857142857142856,1.2857142857142856,1.2857142857142856,1.3571428571428572,1.2924832608383476
