Model,nrrs
LogisticRegression,0.2886751345948129
random_forest,0.5714285714285715
DTmodel,1.0
GradientBoosting,1.0773502691896257
XGBmodel,1.2231682609272958
sklearn_SVM,1.3571428571428572
