Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.7705627705627706,0.7553446593509054,0.7315620713305898,0.7376068265948774,0.7691964120859193,0.7705627705627706,0.7650375410530718,0.7705627705627706,0.7705627705627706,0.7705627705627706,0.7592320776490419
