,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.6524179292929293,0.6521814123376624,0.6530001248751249,0.6530001248751248,0.6530001248751249,0.6530001248751249,0.6530001248751249,0.6530001248751249,0.6530001248751249
Macro_Precision,0.6591308410940896,0.6589049669330878,0.6596868390288633,0.6596868390288632,0.6596868390288632,0.6596868390288633,0.6596868390288633,0.6596868390288633,0.6596868390288633
Macro_Recall,0.6608508144718793,0.6606265351723251,0.6614028865938588,0.6614028865938587,0.6614028865938588,0.6614028865938587,0.6614028865938588,0.6614028865938588,0.6614028865938588
Macro_F1,0.6339667611687301,0.6337510213400809,0.6344978130546357,0.6344978130546357,0.6344978130546355,0.6344978130546357,0.6344978130546357,0.6344978130546356,0.6344978130546357
Weighted_F1,0.6508899333712145,0.6506610200312771,0.6514534123618294,0.6514534123618294,0.6514534123618294,0.6514534123618293,0.6514534123618293,0.6514534123618294,0.6514534123618294
Weighted_Precision,0.7016711113464892,0.7014487670573022,0.7022184203660262,0.7022184203660262,0.7022184203660263,0.7022184203660263,0.7022184203660264,0.7022184203660263,0.7022184203660263
