Prob_Threshold,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Model_RunID
0.35,2026-01-30 17:11:10,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/biMaxInfgain/noAUG__noIMB__MinMax/sklearn_SVM,0,0.7662337662337663,0.7474489795918368,0.7680227935329976,0.8333333333333334,0.8,0.8163265306122449,50.0,40,10,8,19,False,0.1,1769764270122_202fd60e17697642702027646
0.35,2026-01-31 03:12:02,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/4/biMaxInfgain/noAUG__RandomUnderSampler__Standard/sklearn_SVM,0,0.7142857142857143,0.7125403020532836,0.719231048944268,0.9242424242424242,0.61,0.7349397590361446,100.0,61,39,5,49,False,0.2,1769799643988_de27996617698003225015753
0.35,2026-01-31 03:12:02,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/4/biMaxInfgain/noAUG__RandomUnderSampler__Standard/sklearn_SVM,1,0.7142857142857143,0.7125403020532836,0.719231048944268,0.5568181818181818,0.9074074074074074,0.6901408450704225,54.0,49,5,39,61,False,0.2,1769799643988_de27996617698003225015753
0.35,2026-01-31 03:12:03,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/4/biMaxInfgain/noAUG__RandomUnderSampler__Standard/random_forest,0,0.6688311688311688,0.6688172043010753,0.6694595726853793,0.9454545454545454,0.52,0.6709677419354839,100.0,52,48,3,51,False,0.2,1769799643988_de27996617698003232048212
0.35,2026-01-31 03:12:03,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/4/biMaxInfgain/noAUG__RandomUnderSampler__Standard/random_forest,1,0.6688311688311688,0.6688172043010753,0.6694595726853793,0.5151515151515151,0.9444444444444444,0.6666666666666666,54.0,51,3,48,52,False,0.2,1769799643988_de27996617698003232048212
